event_id,event_name,event_date,driver_type,impact_cycle,predictability,industry,intensity_score,source_note
A_20250407_600626,跌停异动_申达股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C17纺织业,4,近一年交易数据规则抽取
A_20250407_600628,跌停异动_新世界_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600629,跌停异动_华建集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,M74专业技术服务业,4,近一年交易数据规则抽取
A_20250407_600630,跌停异动_龙头股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C18纺织服装、服饰业,4,近一年交易数据规则抽取
A_20250407_600633,跌停异动_浙数文化_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20250407_600635,跌停异动_大众公用_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D45燃气生产和供应业,4,近一年交易数据规则抽取
A_20250407_600636,跌停异动_*ST国化_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20250407_600637,跌停异动_东方明珠_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I63电信、广播电视和卫星传输服务,4,近一年交易数据规则抽取
A_20250407_600638,跌停异动_新黄浦_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600639,跌停异动_浦东金桥_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600640,跌停异动_国脉文化_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I64互联网和相关服务,4,近一年交易数据规则抽取
A_20250407_600641,跌停异动_先导基电_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600643,跌停异动_爱建集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,J69其他金融业,4,近一年交易数据规则抽取
A_20250407_600644,跌停异动_乐山电力_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250407_600645,跌停异动_中源协和_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250407_600648,跌停异动_外高桥_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600649,跌停异动_城投控股_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600650,跌停异动_锦江在线_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,G54道路运输业,4,近一年交易数据规则抽取
A_20250407_600651,跌停异动_飞乐音响_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250407_600653,跌停异动_申华控股_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600654,跌停异动_中安科_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,L72商务服务业,4,近一年交易数据规则抽取
A_20250407_600655,跌停异动_豫园股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600657,跌停异动_信达地产_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600658,跌停异动_电子城_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600661,跌停异动_昂立教育_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,P83教育,4,近一年交易数据规则抽取
A_20250407_600662,跌停异动_外服控股_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,L72商务服务业,4,近一年交易数据规则抽取
A_20250407_600663,跌停异动_陆家嘴_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600664,跌停异动_哈药股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250407_600665,跌停异动_天地源_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600666,跌停异动_奥瑞德_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250407_600667,跌停异动_太极实业_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,E48土木工程建筑业,4,近一年交易数据规则抽取
A_20250407_600673,跌停异动_东阳光_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,S91综合,4,近一年交易数据规则抽取
A_20250407_600676,跌停异动_交运股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,G54道路运输业,4,近一年交易数据规则抽取
A_20250407_600678,跌停异动_四川金顶_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250407_600679,跌停异动_上海凤凰_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20250407_600682,跌停异动_南京新百_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250407_600683,跌停异动_京投发展_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600684,跌停异动_珠江股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600685,跌停异动_中船防务_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20250407_600686,跌停异动_金龙汽车_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250407_600688,跌停异动_上海石化_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C25石油、煤炭及其他燃料加工业,4,近一年交易数据规则抽取
A_20250407_600689,跌停异动_上海三毛_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600690,跌停异动_海尔智家_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250407_600691,跌停异动_潞化科技_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250407_600692,跌停异动_亚通股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600696,跌停异动_*ST岩石_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C15酒、饮料和精制茶制造业,4,近一年交易数据规则抽取
A_20250407_600697,跌停异动_欧亚集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600698,跌停异动_湖南天雁_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250407_600699,跌停异动_均胜电子_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600703,跌停异动_三安光电_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600704,跌停异动_物产中大_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600706,跌停异动_曲江文旅_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,N78公共设施管理业,4,近一年交易数据规则抽取
A_20250407_600707,跌停异动_彩虹股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600708,跌停异动_光明地产_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600710,跌停异动_苏美达_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600712,跌停异动_南宁百货_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600713,跌停异动_南京医药_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600714,跌停异动_金瑞矿业_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250407_600716,跌停异动_凤凰股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600717,跌停异动_天津港_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,G55水上运输业,4,近一年交易数据规则抽取
A_20250407_600718,跌停异动_东软集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20250407_600719,跌停异动_大连热电_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250407_600720,跌停异动_中交设计_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,M74专业技术服务业,4,近一年交易数据规则抽取
A_20250407_600721,跌停异动_百花医药_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,M73研究和试验发展,5,近一年交易数据规则抽取
A_20250407_600722,跌停异动_金牛化工_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250407_600724,跌停异动_宁波富达_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250407_600725,跌停异动_云维股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600726,跌停异动_华电能源_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250407_600727,跌停异动_鲁北化工_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20250407_600728,跌停异动_佳都科技_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20250407_600730,跌停异动_中国高科_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,P83教育,4,近一年交易数据规则抽取
A_20250407_600731,跌停异动_湖南海利_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250407_600732,跌停异动_爱旭股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250407_600733,跌停异动_北汽蓝谷_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250407_600734,跌停异动_实达集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20250407_600735,跌停异动_ST新华锦_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C41其他制造业,4,近一年交易数据规则抽取
A_20250407_600736,跌停异动_苏州高新_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600739,跌停异动_辽宁成大_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600740,跌停异动_山西焦化_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C25石油、煤炭及其他燃料加工业,4,近一年交易数据规则抽取
A_20250407_600742,跌停异动_富维股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C36汽车制造业,4,近一年交易数据规则抽取
A_20250407_600743,跌停异动_华远控股_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600744,跌停异动_华银电力_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250407_600745,跌停异动_闻泰科技_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600748,跌停异动_上实发展_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600749,跌停异动_西藏旅游_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,N78公共设施管理业,4,近一年交易数据规则抽取
A_20250407_600751,跌停异动_海航科技_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,G55水上运输业,4,近一年交易数据规则抽取
A_20250407_600753,跌停异动_*ST海钦_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600756,跌停异动_浪潮软件_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20250407_600758,跌停异动_辽宁能源_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,B06煤炭开采和洗选业,4,近一年交易数据规则抽取
A_20250407_600759,跌停异动_洲际油气_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,B07石油和天然气开采业,4,近一年交易数据规则抽取
A_20250407_600761,跌停异动_安徽合力_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250407_600763,跌停异动_通策医疗_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,Q84卫生,4,近一年交易数据规则抽取
A_20250407_600764,跌停异动_中国海防_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600768,跌停异动_宁波富邦_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C32有色金属冶炼和压延加工业,4,近一年交易数据规则抽取
A_20250407_600769,跌停异动_祥龙电业_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D46水的生产和供应业,4,近一年交易数据规则抽取
A_20250407_600770,跌停异动_综艺股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250407_600773,跌停异动_西藏城投_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600774,跌停异动_汉商集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250407_600775,跌停异动_南京熊猫_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600776,跌停异动_东方通信_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600778,跌停异动_友好集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600780,跌停异动_通宝能源_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250407_600782,跌停异动_新钢股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C31黑色金属冶炼和压延加工业,4,近一年交易数据规则抽取
A_20250407_600783,跌停异动_鲁信创投_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,4,近一年交易数据规则抽取
A_20250407_600784,跌停异动_鲁银投资_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C14食品制造业,4,近一年交易数据规则抽取
A_20250407_600789,跌停异动_鲁抗医药_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,5,近一年交易数据规则抽取
A_20250407_600790,跌停异动_轻纺城_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,L72商务服务业,4,近一年交易数据规则抽取
A_20250407_600791,跌停异动_京能置业_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600793,跌停异动_宜宾纸业_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C22造纸和纸制品业,5,近一年交易数据规则抽取
A_20250407_600794,跌停异动_保税科技_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,G59装卸搬运和仓储业,4,近一年交易数据规则抽取
A_20250407_600796,跌停异动_钱江生化_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D46水的生产和供应业,4,近一年交易数据规则抽取
A_20250407_600797,跌停异动_浙大网新_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20250407_600798,跌停异动_宁波海运_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,G55水上运输业,4,近一年交易数据规则抽取
A_20250407_600800,跌停异动_渤海化学_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,4,近一年交易数据规则抽取
A_20250407_600802,跌停异动_福建水泥_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250407_600805,跌停异动_悦达投资_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,S91综合,4,近一年交易数据规则抽取
A_20250407_600807,跌停异动_济高发展_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250407_600808,跌停异动_马钢股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C31黑色金属冶炼和压延加工业,4,近一年交易数据规则抽取
A_20250407_600810,跌停异动_神马股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C28化学纤维制造业,4,近一年交易数据规则抽取
A_20250407_600812,跌停异动_华北制药_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250407_600814,跌停异动_杭州解百_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600815,跌停异动_厦工股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250407_600816,跌停异动_建元信托_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,J69其他金融业,4,近一年交易数据规则抽取
A_20250407_600817,跌停异动_宇通重工_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250407_600818,跌停异动_中路股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
A_20250407_600819,跌停异动_耀皮玻璃_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250407_600821,跌停异动_金开新能_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250407_600822,跌停异动_上海物贸_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600824,跌停异动_益民集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600825,跌停异动_新华传媒_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,R86新闻和出版业,4,近一年交易数据规则抽取
A_20250407_600826,跌停异动_兰生股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,L72商务服务业,4,近一年交易数据规则抽取
A_20250407_600827,跌停异动_百联股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600828,跌停异动_茂业商业_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600829,跌停异动_人民同泰_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F51批发业,4,近一年交易数据规则抽取
A_20250407_600830,跌停异动_香溢融通_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,J69其他金融业,4,近一年交易数据规则抽取
A_20250407_600833,跌停异动_第一医药_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600834,跌停异动_申通地铁_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,S91综合,4,近一年交易数据规则抽取
A_20250407_600835,跌停异动_上海机电_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250407_600838,跌停异动_上海九百_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600839,跌停异动_四川长虹_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600841,跌停异动_动力新科_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250407_600843,跌停异动_上工申贝_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250407_600844,跌停异动_金煤科技_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C26化学原料和化学制品制造业,5,近一年交易数据规则抽取
A_20250407_600846,跌停异动_同济科技_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,E48土木工程建筑业,4,近一年交易数据规则抽取
A_20250407_600847,跌停异动_万里股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250407_600848,跌停异动_上海临港_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,K70房地产业,4,近一年交易数据规则抽取
A_20250407_600850,跌停异动_电科数字_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,I65软件和信息技术服务业,4,近一年交易数据规则抽取
A_20250407_600851,跌停异动_海欣股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C27医药制造业,4,近一年交易数据规则抽取
A_20250407_600853,跌停异动_龙建股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,E48土木工程建筑业,4,近一年交易数据规则抽取
A_20250407_600854,跌停异动_春兰股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250407_600855,跌停异动_航天长峰_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250407_600857,跌停异动_宁波中百_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600858,跌停异动_银座股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600860,跌停异动_京城股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C35专用设备制造业,4,近一年交易数据规则抽取
A_20250407_600864,跌停异动_哈投股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,J67资本市场服务,4,近一年交易数据规则抽取
A_20250407_600865,跌停异动_百大集团_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,F52零售业,4,近一年交易数据规则抽取
A_20250407_600868,跌停异动_梅雁吉祥_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D44电力、热力生产和供应业,4,近一年交易数据规则抽取
A_20250407_600869,跌停异动_远东股份_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C38电气机械和器材制造业,4,近一年交易数据规则抽取
A_20250407_600871,跌停异动_石化油服_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,B11开采专业及辅助性活动,4,近一年交易数据规则抽取
A_20250407_600872,跌停异动_中炬高新_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C14食品制造业,4,近一年交易数据规则抽取
A_20250407_600874,跌停异动_创业环保_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,D46水的生产和供应业,4,近一年交易数据规则抽取
A_20250407_600875,跌停异动_东方电气_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C34通用设备制造业,4,近一年交易数据规则抽取
A_20250407_600876,跌停异动_凯盛新能_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C30非金属矿物制品业,4,近一年交易数据规则抽取
A_20250407_600877,跌停异动_电科芯片_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C39计算机、通信和其他电子设备制造业,4,近一年交易数据规则抽取
A_20250407_600879,跌停异动_航天电子_2025-04-07,2025-04-07,公司/市场异动事件,脉冲型事件,突发型事件,C37铁路、船舶、航空航天和其他运输设备制造业,4,近一年交易数据规则抽取
